SEZIONE,coalition_votes,coalition_share,pd_votes,top10_pd,roma_futura_votes,top10_roma_futura,tipo
377,100,0.2028397565922921,96,1. GIULIA TEMPESTA (4) | 2. MAURIZIO VELOCCIA (4) | 3. OLIMPIA TROILI (4) | 4. RICCARDO CORBUCCI (4) | 5. YURI TROMBETTI (4) | 6. ERICA BATTAGLIA (3) | 7. GIAMMARCO PALMIERI (3) | 8. CLAUDIA PAPPATA' (2) | 9. CRISTINA MICHETELLI (2) | 10. ANTONELLA MELITO (1),4,1. CLAUDIA PRATELLI (1) | 2. GIAN LUCA RIPARBELLI (1) | 3. GIOVANNI CAUDO (1) | 4. ALESSANDRA LATERZA (0) | 5. ALESSANDRA QUATTROCCHI (0) | 6. ANNA LODESERTO (0) | 7. DANIELA PATTI (0) | 8. DANIELE MANCINI (0) | 9. DAVIDE GROSSI (0) | 10. EMILIANO COFANO (0),comune_2021
378,80,0.17467248908296942,77,1. ANDREA ALEMANNI (2) | 2. CRISTINA MICHETELLI (2) | 3. SVETLANA CELLI (2) | 4. YURI TROMBETTI (2) | 5. GIAMMARCO PALMIERI (1) | 6. GIULIA TEMPESTA (1) | 7. MAURIZIO VELOCCIA (1) | 8. OLIMPIA TROILI (1) | 9. RICCARDO CORBUCCI (1) | 10. ALESSANDRO LEPIDINI (0),3,1. GIOVANNI CAUDO (1) | 2. PAOLO LECCESE (1) | 3. ALESSANDRA LATERZA (0) | 4. ALESSANDRA QUATTROCCHI (0) | 5. ANNA LODESERTO (0) | 6. CLAUDIA PRATELLI (0) | 7. DANIELA PATTI (0) | 8. DANIELE MANCINI (0) | 9. DAVIDE GROSSI (0) | 10. EMILIANO COFANO (0),comune_2021
379,103,0.18727272727272729,98,1. OLIMPIA TROILI (4) | 2. YURI TROMBETTI (4) | 3. LORENZO MARINONE (2) | 4. STEFANO MARONGIU (2) | 5. SVETLANA CELLI (2) | 6. CARLA CONSUELO FERMARIELLO (1) | 7. CRISTINA MICHETELLI (1) | 8. DANIELE PARRUCCI (1) | 9. GIOVANNI ZANNOLA (1) | 10. ILARIA PICCOLO (1),5,1. FRANCESCA MARINA MORPURGO (3) | 2. GIOVANNI CAUDO (1) | 3. ALESSANDRA LATERZA (0) | 4. ALESSANDRA QUATTROCCHI (0) | 5. ANNA LODESERTO (0) | 6. CLAUDIA PRATELLI (0) | 7. DANIELA PATTI (0) | 8. DANIELE MANCINI (0) | 9. DAVIDE GROSSI (0) | 10. EMILIANO COFANO (0),comune_2021
380,106,0.1706924315619968,97,1. ROCCO STELITANO (5) | 2. CRISTINA MICHETELLI (4) | 3. DARIO MARCUCCI (3) | 4. ILARIA PICCOLO (3) | 5. YURI TROMBETTI (3) | 6. CARLA CONSUELO FERMARIELLO (2) | 7. GIAMMARCO PALMIERI (2) | 8. GIORGIO RAFFAELE CALVI (2) | 9. MONICA MORICONI (2) | 10. PIETRO VITTORIO BARBIERI (2),9,1. FRANCESCA MARINA MORPURGO (2) | 2. VALERIO BONANNI (2) | 3. FLORESTANO PASTORE (1) | 4. GIOVANNI CAUDO (1) | 5. ALESSANDRA LATERZA (0) | 6. ALESSANDRA QUATTROCCHI (0) | 7. ANNA LODESERTO (0) | 8. CLAUDIA PRATELLI (0) | 9. DANIELA PATTI (0) | 10. DANIELE MANCINI (0),comune_2021
381,71,0.21981424148606812,70,1. GIULIA TEMPESTA (5) | 2. RICCARDO CORBUCCI (5) | 3. GIAMMARCO PALMIERI (3) | 4. OLIMPIA TROILI (2) | 5. GIOVANNI CRISANTI (1) | 6. MAURIZIO VELOCCIA (1) | 7. SVETLANA CELLI (1) | 8. ALESSANDRO LEPIDINI (0) | 9. ANDREA ALEMANNI (0) | 10. ANTONELLA MELITO (0),1,1. ALESSANDRA LATERZA (0) | 2. ALESSANDRA QUATTROCCHI (0) | 3. ANNA LODESERTO (0) | 4. CLAUDIA PRATELLI (0) | 5. DANIELA PATTI (0) | 6. DANIELE MANCINI (0) | 7. DAVIDE GROSSI (0) | 8. EMILIANO COFANO (0) | 9. EVA VITTORIA CAMMERINO (0) | 10. FABIO CIPRESSA (0),comune_2021
382,50,0.18796992481203006,48,1. RICCARDO CORBUCCI (4) | 2. ANDREA ALEMANNI (3) | 3. GIULIA TEMPESTA (3) | 4. MAURIZIO VELOCCIA (3) | 5. SABRINA ALFONSI (3) | 6. YURI TROMBETTI (3) | 7. ANTONIO STAMPETE (1) | 8. CARLA CONSUELO FERMARIELLO (1) | 9. GIOVANNI CRISANTI (1) | 10. ALESSANDRO LEPIDINI (0),2,1. ALESSANDRA LATERZA (0) | 2. ALESSANDRA QUATTROCCHI (0) | 3. ANNA LODESERTO (0) | 4. CLAUDIA PRATELLI (0) | 5. DANIELA PATTI (0) | 6. DANIELE MANCINI (0) | 7. DAVIDE GROSSI (0) | 8. EMILIANO COFANO (0) | 9. EVA VITTORIA CAMMERINO (0) | 10. FABIO CIPRESSA (0),comune_2021
383,62,0.1618798955613577,56,1. GIULIA TEMPESTA (5) | 2. RICCARDO CORBUCCI (5) | 3. ANDREA ALEMANNI (2) | 4. SVETLANA CELLI (2) | 5. VALERIA BAGLIO (2) | 6. DARIO MARCUCCI (1) | 7. FABRIZIO RUFO (1) | 8. LORENZO MARINONE (1) | 9. MARIANO ANGELUCCI (1) | 10. MONICA MORICONI (1),6,1. TIZIANA BIOLGHINI (2) | 2. MARCO CARLIZZI (1) | 3. ALESSANDRA LATERZA (0) | 4. ALESSANDRA QUATTROCCHI (0) | 5. ANNA LODESERTO (0) | 6. CLAUDIA PRATELLI (0) | 7. DANIELA PATTI (0) | 8. DANIELE MANCINI (0) | 9. DAVIDE GROSSI (0) | 10. EMILIANO COFANO (0),comune_2021
384,56,0.13270142180094788,48,1. GIAMMARCO PALMIERI (3) | 2. MAURIZIO VELOCCIA (3) | 3. PIERO SANDULLI (3) | 4. SABRINA ALFONSI (3) | 5. CLAUDIA PAPPATA' (2) | 6. RICCARDO CORBUCCI (2) | 7. SVETLANA CELLI (2) | 8. ANDREA ALEMANNI (1) | 9. ERICA BATTAGLIA (1) | 10. VALERIA BAGLIO (1),8,1. CLAUDIA PRATELLI (2) | 2. TIZIANA BIOLGHINI (2) | 3. GIOVANNI CAUDO (1) | 4. ISABELLA BORRELLI (1) | 5. SIMONE SAPIENZA (1) | 6. ALESSANDRA LATERZA (0) | 7. ALESSANDRA QUATTROCCHI (0) | 8. ANNA LODESERTO (0) | 9. DANIELA PATTI (0) | 10. DANIELE MANCINI (0),comune_2021
385,76,0.12101910828025478,69,1. MAURIZIO VELOCCIA (6) | 2. RICCARDO CORBUCCI (3) | 3. SVETLANA CELLI (3) | 4. CARLA CONSUELO FERMARIELLO (2) | 5. FABRIZIO RUFO (2) | 6. GIULIA TEMPESTA (2) | 7. OLIMPIA TROILI (2) | 8. ANDREA ALEMANNI (1) | 9. CLAUDIA PAPPATA' (1) | 10. DARIO MARCUCCI (1),7,1. GIOVANNI CAUDO (2) | 2. MARTINA TESTA (2) | 3. TIZIANA BIOLGHINI (2) | 4. CLAUDIA PRATELLI (1) | 5. NICOLA CERABONA (1) | 6. ALESSANDRA LATERZA (0) | 7. ALESSANDRA QUATTROCCHI (0) | 8. ANNA LODESERTO (0) | 9. DANIELA PATTI (0) | 10. DANIELE MANCINI (0),comune_2021
386,46,0.17100371747211895,44,1. ANTONIO CIANCIO (1) | 2. CLAUDIA PAPPATA' (1) | 3. GIAMMARCO PALMIERI (1) | 4. MAURIZIO VELOCCIA (1) | 5. OLIMPIA TROILI (1) | 6. ALESSANDRO LEPIDINI (0) | 7. ANDREA ALEMANNI (0) | 8. ANTONELLA MELITO (0) | 9. ANTONIO STAMPETE (0) | 10. CARLA CONSUELO FERMARIELLO (0),2,1. TIZIANA BIOLGHINI (1) | 2. ALESSANDRA LATERZA (0) | 3. ALESSANDRA QUATTROCCHI (0) | 4. ANNA LODESERTO (0) | 5. CLAUDIA PRATELLI (0) | 6. DANIELA PATTI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
387,46,0.12672176308539945,42,1. CARLA CONSUELO FERMARIELLO (2) | 2. MAURIZIO VELOCCIA (2) | 3. ANDREA ALEMANNI (1) | 4. ANTONIO CIANCIO (1) | 5. CLAUDIA PAPPATA' (1) | 6. GIAMMARCO PALMIERI (1) | 7. GIOVANNI ZANNOLA (1) | 8. UBALDO RIGHETTI (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANTONELLA MELITO (0),4,1. FRANCESCA TOLINO (1) | 2. ALESSANDRA LATERZA (0) | 3. ALESSANDRA QUATTROCCHI (0) | 4. ANNA LODESERTO (0) | 5. CLAUDIA PRATELLI (0) | 6. DANIELA PATTI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
388,42,0.10880829015544041,39,1. GIULIA TEMPESTA (2) | 2. CRISTINA MICHETELLI (1) | 3. RICCARDO CORBUCCI (1) | 4. UBALDO RIGHETTI (1) | 5. ALESSANDRO LEPIDINI (0) | 6. ANDREA ALEMANNI (0) | 7. ANTONELLA MELITO (0) | 8. ANTONIO CIANCIO (0) | 9. ANTONIO STAMPETE (0) | 10. CARLA CONSUELO FERMARIELLO (0),3,1. GIOVANNI CAUDO (1) | 2. ALESSANDRA LATERZA (0) | 3. ALESSANDRA QUATTROCCHI (0) | 4. ANNA LODESERTO (0) | 5. CLAUDIA PRATELLI (0) | 6. DANIELA PATTI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
389,96,0.1735985533453888,92,1. ANDREA ALEMANNI (9) | 2. OLIMPIA TROILI (8) | 3. GIULIA TEMPESTA (5) | 4. CLAUDIA PAPPATA' (4) | 5. GIAMMARCO PALMIERI (4) | 6. RICCARDO CORBUCCI (4) | 7. ANTONIO STAMPETE (3) | 8. DANIELE PARRUCCI (3) | 9. SABRINA ALFONSI (3) | 10. SVETLANA CELLI (3),4,1. CLAUDIA PRATELLI (1) | 2. GIOVANNI CAUDO (1) | 3. ALESSANDRA LATERZA (0) | 4. ALESSANDRA QUATTROCCHI (0) | 5. ANNA LODESERTO (0) | 6. DANIELA PATTI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
390,68,0.1431578947368421,67,1. GIULIA TEMPESTA (6) | 2. PIETRO VITTORIO BARBIERI (4) | 3. VALERIA BAGLIO (3) | 4. ANDREA ALEMANNI (2) | 5. ERICA BATTAGLIA (2) | 6. GIAMMARCO PALMIERI (1) | 7. MAURIZIO VELOCCIA (1) | 8. RICCARDO CORBUCCI (1) | 9. SABRINA ALFONSI (1) | 10. SVETLANA CELLI (1),1,1. ALESSANDRA LATERZA (0) | 2. ALESSANDRA QUATTROCCHI (0) | 3. ANNA LODESERTO (0) | 4. CLAUDIA PRATELLI (0) | 5. DANIELA PATTI (0) | 6. DANIELE MANCINI (0) | 7. DAVIDE GROSSI (0) | 8. EMILIANO COFANO (0) | 9. EVA VITTORIA CAMMERINO (0) | 10. FABIO CIPRESSA (0),comune_2021
391,87,0.23513513513513515,59,1. CARLA CONSUELO FERMARIELLO (11) | 2. CLAUDIA PAPPATA' (7) | 3. FABRIZIO RUFO (6) | 4. YURI TROMBETTI (6) | 5. MAURIZIO VELOCCIA (4) | 6. FLAVIA RESTIVO (3) | 7. SABRINA ALFONSI (3) | 8. ANDREA ALEMANNI (2) | 9. ANTONIO CIANCIO (2) | 10. SVETLANA CELLI (2),28,1. GIOVANNI CAUDO (5) | 2. DANIELA PATTI (4) | 3. CLAUDIA PRATELLI (2) | 4. FRANCESCA MARINA MORPURGO (2) | 5. FRANCESCA TOLINO (2) | 6. PAOLO LECCESE (2) | 7. TIZIANA BIOLGHINI (2) | 8. VALERIO BONANNI (2) | 9. SIMONE SAPIENZA (1) | 10. ALESSANDRA LATERZA (0),comune_2021
392,63,0.2876712328767123,54,1. YURI TROMBETTI (13) | 2. CARLA CONSUELO FERMARIELLO (9) | 3. GIOVANNI ZANNOLA (2) | 4. VALERIA BAGLIO (2) | 5. ANDREA ALEMANNI (1) | 6. CLAUDIA PAPPATA' (1) | 7. MAURIZIO VELOCCIA (1) | 8. SABRINA ALFONSI (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANTONELLA MELITO (0),9,1. GIOVANNI CAUDO (3) | 2. TIZIANA BIOLGHINI (1) | 3. ALESSANDRA LATERZA (0) | 4. ALESSANDRA QUATTROCCHI (0) | 5. ANNA LODESERTO (0) | 6. CLAUDIA PRATELLI (0) | 7. DANIELA PATTI (0) | 8. DANIELE MANCINI (0) | 9. DAVIDE GROSSI (0) | 10. EMILIANO COFANO (0),comune_2021
393,85,0.23809523809523808,67,1. CARLA CONSUELO FERMARIELLO (9) | 2. FABRIZIO RUFO (5) | 3. SABRINA ALFONSI (3) | 4. ANDREA ALEMANNI (2) | 5. ANTONELLA MELITO (2) | 6. MARIANO ANGELUCCI (2) | 7. MAURIZIO VELOCCIA (2) | 8. FLAVIA RESTIVO (1) | 9. GIAMMARCO PALMIERI (1) | 10. GIULIA TEMPESTA (1),18,1. GIOVANNI CAUDO (8) | 2. DANIELA PATTI (2) | 3. FRANCESCA MARINA MORPURGO (2) | 4. MARCO TRIMALDI (2) | 5. MARIA ASSUNTA VITELLI (2) | 6. CLAUDIA PRATELLI (1) | 7. GIULIA FERRARA (1) | 8. ISABELLA BORRELLI (1) | 9. ROSSANA BASSI (1) | 10. TIZIANA BIOLGHINI (1),comune_2021
394,68,0.24817518248175183,43,1. ANDREA ALEMANNI (3) | 2. MAURIZIO VELOCCIA (3) | 3. SVETLANA CELLI (3) | 4. CARLA CONSUELO FERMARIELLO (2) | 5. CLAUDIA PAPPATA' (2) | 6. GIULIA TEMPESTA (1) | 7. MARIANO ANGELUCCI (1) | 8. NELLA CONVERTI (1) | 9. PIETRO VITTORIO BARBIERI (1) | 10. SABRINA ALFONSI (1),25,1. GIOVANNI CAUDO (8) | 2. CLAUDIA PRATELLI (4) | 3. MARTINA TESTA (4) | 4. LORENZO GASPARRINI (2) | 5. TIZIANA BIOLGHINI (2) | 6. DANIELA PATTI (1) | 7. EVA VITTORIA CAMMERINO (1) | 8. FRANCESCA MARINA MORPURGO (1) | 9. ISABELLA BORRELLI (1) | 10. MARIA ASSUNTA VITELLI (1),comune_2021
395,70,0.23411371237458195,50,1. FABRIZIO RUFO (3) | 2. GIORGIO RAFFAELE CALVI (3) | 3. GIOVANNI CRISANTI (2) | 4. MAURIZIO VELOCCIA (2) | 5. SABRINA ALFONSI (2) | 6. CARLA CONSUELO FERMARIELLO (1) | 7. CLAUDIA PAPPATA' (1) | 8. DANIELE PARRUCCI (1) | 9. DARIO MARCUCCI (1) | 10. ELEONORA GRIMALDI (1),20,1. GIOVANNI CAUDO (4) | 2. TIZIANA BIOLGHINI (3) | 3. CLAUDIA PRATELLI (1) | 4. EVA VITTORIA CAMMERINO (1) | 5. FRANCESCA TOLINO (1) | 6. MARTINA TESTA (1) | 7. SIMONE SAPIENZA (1) | 8. ALESSANDRA LATERZA (0) | 9. ALESSANDRA QUATTROCCHI (0) | 10. ANNA LODESERTO (0),comune_2021
396,91,0.2765957446808511,70,1. CARLA CONSUELO FERMARIELLO (5) | 2. SVETLANA CELLI (4) | 3. YURI TROMBETTI (4) | 4. ANDREA ALEMANNI (3) | 5. FABRIZIO RUFO (3) | 6. ANTONIO CIANCIO (2) | 7. CLAUDIA PAPPATA' (2) | 8. GIOVANNI CRISANTI (2) | 9. ANTONELLA MELITO (1) | 10. CLAUDIO PARAVATI (1),21,1. GIOVANNI CAUDO (6) | 2. CLAUDIA PRATELLI (5) | 3. MARCO TRIMALDI (3) | 4. LORENZO GASPARRINI (2) | 5. MARIA ASSUNTA VITELLI (2) | 6. ANNA LODESERTO (1) | 7. ALESSANDRA LATERZA (0) | 8. ALESSANDRA QUATTROCCHI (0) | 9. DANIELA PATTI (0) | 10. DANIELE MANCINI (0),comune_2021
397,78,0.21487603305785125,58,1. CLAUDIA PAPPATA' (5) | 2. CARLA CONSUELO FERMARIELLO (4) | 3. GIAMMARCO PALMIERI (2) | 4. JULIAN COLABELLO (2) | 5. PIETRO VITTORIO BARBIERI (2) | 6. RICCARDO CORBUCCI (2) | 7. SABRINA ALFONSI (2) | 8. ANTONELLA MELITO (1) | 9. ANTONIO STAMPETE (1) | 10. FABRIZIO RUFO (1),20,1. DANIELA PATTI (2) | 2. TIZIANA BIOLGHINI (2) | 3. FLORESTANO PASTORE (1) | 4. FRANCESCA MARINA MORPURGO (1) | 5. FRANCESCA TOLINO (1) | 6. LORENZO GASPARRINI (1) | 7. PAOLO LECCESE (1) | 8. SIMONE SAPIENZA (1) | 9. ALESSANDRA LATERZA (0) | 10. ALESSANDRA QUATTROCCHI (0),comune_2021
398,49,0.2076271186440678,36,1. CARLA CONSUELO FERMARIELLO (6) | 2. YURI TROMBETTI (5) | 3. ANDREA ALEMANNI (1) | 4. LORENZO MARINONE (1) | 5. SABRINA ALFONSI (1) | 6. STEFANO MARONGIU (1) | 7. UBALDO RIGHETTI (1) | 8. ALESSANDRO LEPIDINI (0) | 9. ANTONELLA MELITO (0) | 10. ANTONIO CIANCIO (0),13,1. GIOVANNI CAUDO (7) | 2. DANIELA PATTI (2) | 3. MARIA ASSUNTA VITELLI (2) | 4. FRANCESCA MARINA MORPURGO (1) | 5. LORENZO GASPARRINI (1) | 6. PAOLO LECCESE (1) | 7. ALESSANDRA LATERZA (0) | 8. ALESSANDRA QUATTROCCHI (0) | 9. ANNA LODESERTO (0) | 10. CLAUDIA PRATELLI (0),comune_2021
399,85,0.29411764705882354,57,1. FABRIZIO RUFO (5) | 2. SABRINA ALFONSI (4) | 3. CARLA CONSUELO FERMARIELLO (3) | 4. CLAUDIA PAPPATA' (2) | 5. MONICA MORICONI (2) | 6. ROCCO STELITANO (2) | 7. ELEONORA GRIMALDI (1) | 8. GIAMMARCO PALMIERI (1) | 9. GIOVANNI CRISANTI (1) | 10. GIULIA TEMPESTA (1),28,1. GIOVANNI CAUDO (10) | 2. CLAUDIA PRATELLI (5) | 3. ISABELLA BORRELLI (3) | 4. VALERIO BONANNI (2) | 5. DANIELA PATTI (1) | 6. DANIELE MANCINI (1) | 7. MARCO TRIMALDI (1) | 8. MARIA ASSUNTA VITELLI (1) | 9. MARTINA TESTA (1) | 10. TIZIANA BIOLGHINI (1),comune_2021
400,77,0.28413284132841327,52,1. ANDREA ALEMANNI (4) | 2. CLAUDIA PAPPATA' (4) | 3. FABRIZIO RUFO (4) | 4. CARLA CONSUELO FERMARIELLO (3) | 5. SVETLANA CELLI (3) | 6. GIAMMARCO PALMIERI (2) | 7. NELLA CONVERTI (2) | 8. ANTONELLA MELITO (1) | 9. CRISTINA MICHETELLI (1) | 10. GIOVANNI ZANNOLA (1),25,1. GIOVANNI CAUDO (12) | 2. CLAUDIA PRATELLI (3) | 3. MARTINA TESTA (3) | 4. SIMONE SAPIENZA (3) | 5. DANIELA PATTI (2) | 6. PAOLA SPINELLI (2) | 7. ALESSANDRA QUATTROCCHI (1) | 8. GIULIA FERRARA (1) | 9. MARIA ASSUNTA VITELLI (1) | 10. ROSARIA CLEMENTE (1),comune_2021
401,77,0.23839009287925697,63,1. SABRINA ALFONSI (4) | 2. ANTONIO CIANCIO (3) | 3. CARLA CONSUELO FERMARIELLO (3) | 4. YURI TROMBETTI (3) | 5. FABRIZIO RUFO (2) | 6. MAURIZIO VELOCCIA (2) | 7. SVETLANA CELLI (2) | 8. ANDREA ALEMANNI (1) | 9. DARIO MARCUCCI (1) | 10. ELEONORA GRIMALDI (1),14,1. GIOVANNI CAUDO (6) | 2. CLAUDIA PRATELLI (3) | 3. SIMONE SAPIENZA (2) | 4. TIZIANA BIOLGHINI (2) | 5. VALERIO BONANNI (2) | 6. DANIELA PATTI (1) | 7. FLORESTANO PASTORE (1) | 8. FRANCESCA TOLINO (1) | 9. ISABELLA BORRELLI (1) | 10. LORENZO GASPARRINI (1),comune_2021
402,91,0.1685185185185185,85,1. DANIELE PARRUCCI (5) | 2. GIOVANNI ZANNOLA (4) | 3. GIULIA TEMPESTA (4) | 4. VALERIA BAGLIO (4) | 5. CLAUDIA PAPPATA' (3) | 6. GIAMMARCO PALMIERI (3) | 7. NELLA CONVERTI (3) | 8. RICCARDO CORBUCCI (3) | 9. ANTONIO CIANCIO (2) | 10. ILARIA PICCOLO (2),6,1. CLAUDIA PRATELLI (2) | 2. GIOVANNI CAUDO (2) | 3. ISABELLA BORRELLI (1) | 4. MARTINA TESTA (1) | 5. NICOLA CERABONA (1) | 6. RUGGERO SCOTTI (1) | 7. ALESSANDRA LATERZA (0) | 8. ALESSANDRA QUATTROCCHI (0) | 9. ANNA LODESERTO (0) | 10. DANIELA PATTI (0),comune_2021
403,80,0.23952095808383234,75,1. ILARIA PICCOLO (3) | 2. MAURIZIO VELOCCIA (3) | 3. CLAUDIA PAPPATA' (2) | 4. SABRINA ALFONSI (2) | 5. CRISTINA MICHETELLI (1) | 6. DARIO MARCUCCI (1) | 7. FABRIZIO RUFO (1) | 8. GIAMMARCO PALMIERI (1) | 9. GIULIA TEMPESTA (1) | 10. MONICA MORICONI (1),5,1. ALESSANDRA LATERZA (0) | 2. ALESSANDRA QUATTROCCHI (0) | 3. ANNA LODESERTO (0) | 4. CLAUDIA PRATELLI (0) | 5. DANIELA PATTI (0) | 6. DANIELE MANCINI (0) | 7. DAVIDE GROSSI (0) | 8. EMILIANO COFANO (0) | 9. EVA VITTORIA CAMMERINO (0) | 10. FABIO CIPRESSA (0),comune_2021
404,66,0.16336633663366337,62,1. GIAMMARCO PALMIERI (5) | 2. GIULIA TEMPESTA (4) | 3. MAURIZIO VELOCCIA (3) | 4. PIETRO VITTORIO BARBIERI (3) | 5. RICCARDO CORBUCCI (3) | 6. VALERICA TARCA (3) | 7. ERICA BATTAGLIA (2) | 8. ILARIA PICCOLO (2) | 9. VALERIA BAGLIO (2) | 10. CARLA CONSUELO FERMARIELLO (1),4,1. GIOVANNI CAUDO (1) | 2. MARTINA TESTA (1) | 3. TIZIANA BIOLGHINI (1) | 4. ALESSANDRA LATERZA (0) | 5. ALESSANDRA QUATTROCCHI (0) | 6. ANNA LODESERTO (0) | 7. CLAUDIA PRATELLI (0) | 8. DANIELA PATTI (0) | 9. DANIELE MANCINI (0) | 10. DAVIDE GROSSI (0),comune_2021
405,57,0.15966386554621848,46,1. STEFANO MARONGIU (2) | 2. ANDREA ALEMANNI (1) | 3. CLAUDIA PAPPATA' (1) | 4. DARIO MARCUCCI (1) | 5. MAURIZIO VELOCCIA (1) | 6. MONICA MORICONI (1) | 7. NELLA CONVERTI (1) | 8. SVETLANA CELLI (1) | 9. VALERIA BAGLIO (1) | 10. ALESSANDRO LEPIDINI (0),11,1. NICOLA CERABONA (3) | 2. CLAUDIA PRATELLI (2) | 3. GIOVANNI CAUDO (2) | 4. GIULIA FERRARA (1) | 5. ISABELLA BORRELLI (1) | 6. RUGGERO SCOTTI (1) | 7. STANISLAV ALYEKSANDROV (1) | 8. ALESSANDRA LATERZA (0) | 9. ALESSANDRA QUATTROCCHI (0) | 10. ANNA LODESERTO (0),comune_2021
406,75,0.19230769230769232,67,1. GIULIA TEMPESTA (7) | 2. RICCARDO CORBUCCI (6) | 3. STEFANO MARONGIU (3) | 4. CLAUDIA PAPPATA' (2) | 5. GIAMMARCO PALMIERI (2) | 6. JULIAN COLABELLO (2) | 7. MAURIZIO VELOCCIA (2) | 8. SABRINA ALFONSI (2) | 9. ANDREA ALEMANNI (1) | 10. CARLA CONSUELO FERMARIELLO (1),8,1. ISABELLA BORRELLI (2) | 2. MARTINA TESTA (2) | 3. SIMONE SAPIENZA (2) | 4. ANNA LODESERTO (1) | 5. FRANCESCA TOLINO (1) | 6. ALESSANDRA LATERZA (0) | 7. ALESSANDRA QUATTROCCHI (0) | 8. CLAUDIA PRATELLI (0) | 9. DANIELA PATTI (0) | 10. DANIELE MANCINI (0),comune_2021
407,120,0.20725388601036268,113,1. MAURIZIO VELOCCIA (13) | 2. GIULIA TEMPESTA (7) | 3. ILARIA PICCOLO (6) | 4. RICCARDO CORBUCCI (6) | 5. CRISTINA MICHETELLI (5) | 6. PIETRO VITTORIO BARBIERI (5) | 7. ERICA BATTAGLIA (4) | 8. GIAMMARCO PALMIERI (4) | 9. JULIAN COLABELLO (4) | 10. SVETLANA CELLI (4),7,1. GIOVANNI CAUDO (3) | 2. ISABELLA BORRELLI (1) | 3. ALESSANDRA LATERZA (0) | 4. ALESSANDRA QUATTROCCHI (0) | 5. ANNA LODESERTO (0) | 6. CLAUDIA PRATELLI (0) | 7. DANIELA PATTI (0) | 8. DANIELE MANCINI (0) | 9. DAVIDE GROSSI (0) | 10. EMILIANO COFANO (0),comune_2021
408,55,0.171875,45,1. CLAUDIA PAPPATA' (5) | 2. GIULIA TEMPESTA (5) | 3. RICCARDO CORBUCCI (5) | 4. MAURIZIO VELOCCIA (3) | 5. CRISTINA MICHETELLI (2) | 6. GIAMMARCO PALMIERI (2) | 7. CARLA CONSUELO FERMARIELLO (1) | 8. ILARIA PICCOLO (1) | 9. OLIMPIA TROILI (1) | 10. YURI TROMBETTI (1),10,1. GIOVANNI CAUDO (3) | 2. MARTINA TESTA (1) | 3. NICOLA CERABONA (1) | 4. ALESSANDRA LATERZA (0) | 5. ALESSANDRA QUATTROCCHI (0) | 6. ANNA LODESERTO (0) | 7. CLAUDIA PRATELLI (0) | 8. DANIELA PATTI (0) | 9. DANIELE MANCINI (0) | 10. DAVIDE GROSSI (0),comune_2021
409,58,0.19141914191419143,58,1. GIULIA TEMPESTA (3) | 2. JULIAN COLABELLO (2) | 3. RICCARDO CORBUCCI (2) | 4. CLAUDIA PAPPATA' (1) | 5. DANIELE PARRUCCI (1) | 6. GIAMMARCO PALMIERI (1) | 7. ILARIA PICCOLO (1) | 8. MAURIZIO VELOCCIA (1) | 9. PIETRO VITTORIO BARBIERI (1) | 10. UBALDO RIGHETTI (1),0,1. ALESSANDRA LATERZA (0) | 2. ALESSANDRA QUATTROCCHI (0) | 3. ANNA LODESERTO (0) | 4. CLAUDIA PRATELLI (0) | 5. DANIELA PATTI (0) | 6. DANIELE MANCINI (0) | 7. DAVIDE GROSSI (0) | 8. EMILIANO COFANO (0) | 9. EVA VITTORIA CAMMERINO (0) | 10. FABIO CIPRESSA (0),comune_2021
410,59,0.1620879120879121,54,1. MAURIZIO VELOCCIA (8) | 2. ANDREA ALEMANNI (4) | 3. SVETLANA CELLI (4) | 4. CLAUDIO PARAVATI (2) | 5. ERICA BATTAGLIA (2) | 6. FLAVIA RESTIVO (2) | 7. ILARIA PICCOLO (2) | 8. PIETRO VITTORIO BARBIERI (2) | 9. ELEONORA GRIMALDI (1) | 10. FABRIZIO RUFO (1),5,1. ISABELLA BORRELLI (1) | 2. TIZIANA BIOLGHINI (1) | 3. ALESSANDRA LATERZA (0) | 4. ALESSANDRA QUATTROCCHI (0) | 5. ANNA LODESERTO (0) | 6. CLAUDIA PRATELLI (0) | 7. DANIELA PATTI (0) | 8. DANIELE MANCINI (0) | 9. DAVIDE GROSSI (0) | 10. EMILIANO COFANO (0),comune_2021
